Incident_ID,Reporting_Agency,Date_Reported,Time_Reported,Incident_Type,NDRRMC_Hazard_Classification,NDRRMC_Report_Type,Probable_Cause,Severity,Congressional_District,LGU_Type,City_Municipality,Barangay,Latitude,Longitude,Response_Time_Minutes,Units_Deployed,Casualties,Estimated_Damage_PHP,Status
DRRMO-20250530-9549,DRRMO,2025-05-30,17:44:40,Infrastructure Damage,Natural Hazard,Incident Report,Collapsed structure,Critical,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.75038,122.996078,11,3,0,0,Resolved
DRRMO-20250531-5164,DRRMO,2025-05-31,10:42:10,Medical Emergency,Human-Induced Hazard,Incident Report,Cardiac arrest,High,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.774867,122.964301,8,1,0,0,False Alarm
DRRMO-20250605-4280,DRRMO,2025-06-05,12:43:53,Flood/Typhoon,Natural Hazard,Incident Report,Typhoon/tropical storm rainfall,Low,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.718148,122.92276,30,1,0,1345284,Resolved
DRRMO-20250611-1587,DRRMO,2025-06-11,17:06:20,Flood/Typhoon,Natural Hazard,Incident Report,Heavy monsoon rain,Critical,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.72965,122.946747,30,3,0,777079,Resolved
BFP-20250616-8281,BFP,2025-06-16,13:44:57,Fire Incident,Human-Induced Hazard,Incident Report,LPG tank leak,Low,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.728969,122.99479,25,3,2,0,False Alarm
DRRMO-20250618-0236,DRRMO,2025-06-18,02:06:07,Landslide,Natural Hazard,Incident Report,Prolonged heavy rainfall,Low,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.73892,122.982363,5,1,0,15845,Resolved
DRRMO-20250622-7693,DRRMO,2025-06-22,14:00:46,Flood/Typhoon,Natural Hazard,Incident Report,River overflow (Imbang/Malijao river system),Low,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.724848,122.985478,13,1,0,0,Ongoing
BFP-20250623-0130,BFP,2025-06-23,04:11:22,Fire Incident,Human-Induced Hazard,Incident Report,Arson (under investigation),Low,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.72965,122.942113,3,1,0,10120,Closed
DRRMO-20250627-3854,DRRMO,2025-06-27,05:03:32,Fire Incident,Human-Induced Hazard,Incident Report,Electrical short circuit,High,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.762364,122.926852,26,3,4,1788283,Resolved
DRRMO-20250705-7323,DRRMO,2025-07-05,05:49:18,Flood/Typhoon,Natural Hazard,Incident Report,Storm surge,Low,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.717633,122.971044,22,2,0,0,Closed
DRRMO-20250705-5286,DRRMO,2025-07-05,12:12:33,Flood/Typhoon,Natural Hazard,Incident Report,Typhoon/tropical storm rainfall,High,Negros Occidental - 3rd District,City,Talisay City,Matab-ang,10.732292,122.975147,22,2,0,2028288,Resolved
DRRMO-20250709-8626,DRRMO,2025-07-09,09:11:31,Landslide,Natural Hazard,Incident Report,Slope erosion,Critical,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.697672,122.943262,22,1,0,1036874,Resolved
BFP-20250717-3873,BFP,2025-07-17,03:03:41,Fire Incident,Human-Induced Hazard,Incident Report,Candle / lighted lamp,Low,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.761062,123.0169,30,1,0,0,Resolved
BFP-20250717-2853,BFP,2025-07-17,17:18:57,Fire Incident,Human-Induced Hazard,Incident Report,Unattended cooking / open flame,Critical,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.762366,122.991181,5,3,0,0,Resolved
BFP-20250719-5893,BFP,2025-07-19,10:49:18,Chemical Leak,Human-Induced Hazard,Incident Report,Fuel spill,Low,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.729631,122.984872,9,4,0,0,Resolved
BFP-20250729-4713,BFP,2025-07-29,07:47:41,Fire Incident,Human-Induced Hazard,Incident Report,Arson (under investigation),High,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.723055,122.971092,17,1,0,0,Resolved
DRRMO-20250731-4337,DRRMO,2025-07-31,01:52:55,Other Emergency,Human-Induced Hazard,Incident Report,Animal rescue,High,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.696904,123.014855,8,3,0,0,Resolved
DRRMO-20250731-5180,DRRMO,2025-07-31,18:28:43,Flood/Typhoon,Natural Hazard,Incident Report,Typhoon/tropical storm rainfall,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 20,10.744654,123.018653,7,1,2,0,Resolved
DRRMO-20250804-9266,DRRMO,2025-08-04,01:11:38,Flood/Typhoon,Natural Hazard,Incident Report,Typhoon/tropical storm rainfall,Low,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.768288,123.016753,21,4,0,0,Resolved
DRRMO-20250811-5571,DRRMO,2025-08-11,00:16:11,Landslide,Natural Hazard,Incident Report,Slope erosion,Critical,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.73303,122.975863,12,1,0,851758,Resolved
BFP-20250812-2348,BFP,2025-08-12,10:36:38,Fire Incident,Human-Induced Hazard,Incident Report,LPG tank leak,High,Negros Occidental - 3rd District,City,Talisay City,Zone 17,10.747165,122.952067,27,1,3,1534103,Ongoing
DRRMO-20250814-3765,DRRMO,2025-08-14,11:49:45,Flood/Typhoon,Natural Hazard,Incident Report,Heavy monsoon rain,High,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.752542,123.0055,16,4,2,643098,Closed
DRRMO-20250820-7795,DRRMO,2025-08-20,22:36:52,Flood/Typhoon,Natural Hazard,Incident Report,Typhoon/tropical storm rainfall,High,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.719169,122.991337,11,4,0,0,False Alarm
DRRMO-20250824-9240,DRRMO,2025-08-24,04:48:52,Flood/Typhoon,Natural Hazard,Incident Report,Clogged drainage/canal overflow,Low,Negros Occidental - 3rd District,City,Talisay City,Bulanon,10.759777,123.012887,24,1,2,434442,Resolved
BFP-20250827-0120,BFP,2025-08-27,03:22:47,Fire Incident,Human-Induced Hazard,Incident Report,Electrical short circuit,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 20,10.708453,123.001018,8,1,0,20297,Closed
DRRMO-20250830-0086,DRRMO,2025-08-30,12:50:25,Chemical Leak,Human-Induced Hazard,Incident Report,Fuel spill,High,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.74355,122.985034,10,1,0,0,Resolved
BFP-20250831-9313,BFP,2025-08-31,02:33:56,Fire Incident,Human-Induced Hazard,Incident Report,LPG tank leak,Low,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.773885,123.013392,10,4,0,1338155,Closed
DRRMO-20250831-1167,DRRMO,2025-08-31,15:18:02,Other Emergency,Human-Induced Hazard,Incident Report,Power line hazard,Low,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.714489,122.948272,3,4,0,0,Resolved
BFP-20250901-8977,BFP,2025-09-01,10:48:57,Fire Incident,Human-Induced Hazard,Incident Report,Unknown/undetermined,Critical,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.742075,122.991927,7,4,0,0,Resolved
BFP-20250901-0400,BFP,2025-09-01,23:13:09,Fire Incident,Human-Induced Hazard,Incident Report,Unknown/undetermined,Low,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.745077,122.948551,9,1,0,11199,Resolved
DRRMO-20250905-6015,DRRMO,2025-09-05,17:10:04,Other Emergency,Human-Induced Hazard,Incident Report,Water rescue (non-flood),High,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.703177,122.949567,17,3,0,0,Resolved
BFP-20250907-4943,BFP,2025-09-07,19:46:38,Other Emergency,Human-Induced Hazard,Incident Report,Search and rescue,Low,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.756212,122.989048,11,1,0,0,Resolved
DRRMO-20250911-8463,DRRMO,2025-09-11,20:05:12,Chemical Leak,Human-Induced Hazard,Incident Report,Industrial/sugar-mill chemical spill,High,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.707968,123.002397,13,3,0,0,Resolved
DRRMO-20250919-4774,DRRMO,2025-09-19,18:25:54,Infrastructure Damage,Human-Induced Hazard,Incident Report,Fallen electric post/tree,High,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.696725,122.954363,13,3,0,1328876,Resolved
DRRMO-20250919-3081,DRRMO,2025-09-19,22:43:17,Flood/Typhoon,Natural Hazard,Incident Report,River overflow (Imbang/Malijao river system),Low,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.745119,122.973194,23,2,0,0,Resolved
BFP-20250924-2713,BFP,2025-09-24,04:38:24,Fire Incident,Human-Induced Hazard,Incident Report,Unattended cooking / open flame,High,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.703791,123.003135,19,1,0,0,Resolved
BFP-20250925-0269,BFP,2025-09-25,09:55:06,Medical Emergency,Human-Induced Hazard,Incident Report,Drowning,High,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.73689,122.961751,15,2,0,0,Resolved
DRRMO-20250926-2415,DRRMO,2025-09-26,10:05:52,Flood/Typhoon,Natural Hazard,Incident Report,Heavy monsoon rain,Critical,Negros Occidental - 3rd District,City,Talisay City,Zone 17,10.709964,122.951042,8,1,0,0,Closed
DRRMO-20250928-4199,DRRMO,2025-09-28,04:15:08,Flood/Typhoon,Natural Hazard,Incident Report,Storm surge,Low,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.746904,122.976397,4,1,0,42739,Ongoing
BFP-20250930-9547,BFP,2025-09-30,18:33:50,Fire Incident,Human-Induced Hazard,Incident Report,Unattended cooking / open flame,Low,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.699564,122.934964,11,4,0,1468870,Resolved
DRRMO-20250930-5556,DRRMO,2025-09-30,21:39:07,Other Emergency,Human-Induced Hazard,Incident Report,Search and rescue,Low,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.772882,122.95939,20,3,0,0,Resolved
DRRMO-20251017-0272,DRRMO,2025-10-17,09:13:34,Medical Emergency,Human-Induced Hazard,Incident Report,Fall/physical injury,Low,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.690743,122.973767,3,1,0,0,Resolved
BFP-20251020-5884,BFP,2025-10-20,16:15:40,Vehicular Accident,Human-Induced Hazard,Incident Report,Head-on collision,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 17,10.736211,122.921953,15,2,0,0,Resolved
DRRMO-20251022-0227,DRRMO,2025-10-22,09:22:47,Other Emergency,Human-Induced Hazard,Incident Report,False alarm / unverified report,High,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.7283,122.944008,4,1,0,0,Resolved
DRRMO-20251022-0054,DRRMO,2025-10-22,18:24:27,Infrastructure Damage,Natural Hazard,Incident Report,Fallen electric post/tree,Low,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.743282,122.96953,9,1,0,18504,Resolved
BFP-20251022-1616,BFP,2025-10-22,21:41:25,Other Emergency,Human-Induced Hazard,Incident Report,Power line hazard,High,Negros Occidental - 3rd District,City,Talisay City,Zone 17,10.718186,122.999623,23,1,0,0,Resolved
DRRMO-20251023-0612,DRRMO,2025-10-23,01:58:49,Chemical Leak,Human-Induced Hazard,Incident Report,Gas leak (non-fire),Critical,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.745445,122.943222,9,3,0,0,Resolved
BFP-20251114-0235,BFP,2025-11-14,02:17:30,Fire Incident,Human-Induced Hazard,Incident Report,LPG tank leak,High,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.724375,122.993832,10,1,1,142493,Resolved
DRRMO-20251116-4073,DRRMO,2025-11-16,10:33:33,Flood/Typhoon,Natural Hazard,Incident Report,Clogged drainage/canal overflow,Low,Negros Occidental - 3rd District,City,Talisay City,Bulanon,10.749549,122.929524,23,3,1,0,Resolved
DRRMO-20251117-0033,DRRMO,2025-11-17,17:22:12,Flood/Typhoon,Natural Hazard,Incident Report,Clogged drainage/canal overflow,High,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.740785,122.959029,13,1,1,173795,Resolved
DRRMO-20251118-7384,DRRMO,2025-11-18,20:15:06,Flood/Typhoon,Natural Hazard,Incident Report,Storm surge,Low,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.742659,123.010012,21,4,0,0,Resolved
BFP-20251120-0437,BFP,2025-11-20,03:26:37,Fire Incident,Human-Induced Hazard,Incident Report,Electrical ignition/faulty wiring,High,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.757724,122.992532,21,3,0,694659,Resolved
DRRMO-20251123-0023,DRRMO,2025-11-23,06:25:08,Landslide,Natural Hazard,Incident Report,Prolonged heavy rainfall,Low,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.715842,122.916152,12,1,0,15282,Resolved
DRRMO-20251128-3611,DRRMO,2025-11-28,14:57:37,Landslide,Natural Hazard,Incident Report,Slope erosion,High,Negros Occidental - 3rd District,City,Talisay City,Zone 19,10.692325,122.931627,16,2,0,966874,Resolved
DRRMO-20251202-0009,DRRMO,2025-12-02,16:00:26,Medical Emergency,Human-Induced Hazard,Incident Report,Cardiac arrest,Low,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.733164,122.981678,3,1,0,0,Resolved
BFP-20251205-8784,BFP,2025-12-05,10:26:23,Fire Incident,Human-Induced Hazard,Incident Report,Arson (under investigation),High,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.703156,122.985158,21,1,0,430794,Ongoing
DRRMO-20251207-0961,DRRMO,2025-12-07,15:51:26,Landslide,Natural Hazard,Incident Report,Slope erosion,High,Negros Occidental - 3rd District,City,Talisay City,Matab-ang,10.765321,122.936678,16,2,0,813504,Resolved
DRRMO-20251207-4481,DRRMO,2025-12-07,22:31:20,Other Emergency,Human-Induced Hazard,Incident Report,Water rescue (non-flood),Low,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.719648,123.01337,12,3,0,0,Ongoing
DRRMO-20251209-5274,DRRMO,2025-12-09,18:11:46,Landslide,Natural Hazard,Incident Report,Quarrying-related instability,High,Negros Occidental - 3rd District,City,Talisay City,Zone 19,10.700912,122.958741,17,2,0,376220,Resolved
BFP-20251210-0296,BFP,2025-12-10,20:08:33,Vehicular Accident,Human-Induced Hazard,Incident Report,Head-on collision,Low,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.696709,122.973339,5,2,0,0,Closed
BFP-20251211-7057,BFP,2025-12-11,09:57:01,Other Emergency,Human-Induced Hazard,Incident Report,Water rescue (non-flood),Low,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.717572,122.925612,23,1,0,0,Resolved
BFP-20251213-4194,BFP,2025-12-13,04:48:45,Fire Incident,Human-Induced Hazard,Incident Report,Unattended cooking / open flame,High,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.728131,122.920525,7,1,0,0,Ongoing
DRRMO-20251216-0206,DRRMO,2025-12-16,11:19:36,Flood/Typhoon,Natural Hazard,Incident Report,Storm surge,Critical,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.749699,122.997148,11,2,1,959066,Resolved
DRRMO-20251228-3997,DRRMO,2025-12-28,03:01:54,Flood/Typhoon,Natural Hazard,Incident Report,Heavy monsoon rain,High,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.745077,122.987714,25,4,0,1699083,Resolved
DRRMO-20251229-0073,DRRMO,2025-12-29,23:41:41,Fire Incident,Human-Induced Hazard,Incident Report,Electrical short circuit,High,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.744282,122.950134,13,2,0,194264,Resolved
BFP-20251230-7864,BFP,2025-12-30,23:41:27,Fire Incident,Human-Induced Hazard,Incident Report,Smoking / lighted cigarette,Low,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.761409,122.933431,16,2,2,0,Resolved
DRRMO-20251231-3789,DRRMO,2025-12-31,09:15:17,Flood/Typhoon,Natural Hazard,Incident Report,River overflow (Imbang/Malijao river system),High,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.717175,122.974015,11,4,0,162494,Closed
BFP-20260103-7484,BFP,2026-01-03,09:32:45,Other Emergency,Human-Induced Hazard,Incident Report,Water rescue (non-flood),Critical,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.725317,122.96825,6,2,0,0,Resolved
DRRMO-20260105-2876,DRRMO,2026-01-05,05:00:47,Other Emergency,Human-Induced Hazard,Incident Report,Animal rescue,Low,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.757215,122.976778,8,4,0,0,Resolved
DRRMO-20260108-0816,DRRMO,2026-01-08,10:49:36,Medical Emergency,Human-Induced Hazard,Incident Report,Stroke/seizure,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 20,10.697221,122.925261,13,1,0,0,Resolved
BFP-20260109-2938,BFP,2026-01-09,08:34:18,Fire Incident,Human-Induced Hazard,Incident Report,Electrical ignition/faulty wiring,High,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.732688,122.989786,18,4,4,1110269,Closed
DRRMO-20260112-3642,DRRMO,2026-01-12,17:48:58,Landslide,Natural Hazard,Incident Report,Slope erosion,Low,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.770488,123.009959,21,1,0,547032,Resolved
BFP-20260116-1315,BFP,2026-01-16,20:26:23,Other Emergency,Human-Induced Hazard,Incident Report,Power line hazard,Low,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.728126,123.011712,8,2,0,0,Resolved
DRRMO-20260118-0050,DRRMO,2026-01-18,06:43:56,Flood/Typhoon,Natural Hazard,Incident Report,Heavy monsoon rain,Low,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.735608,122.970576,5,1,0,9140,Resolved
BFP-20260119-8838,BFP,2026-01-19,04:05:58,Vehicular Accident,Human-Induced Hazard,Incident Report,Pedestrian hit,High,Negros Occidental - 3rd District,City,Talisay City,Katilingban,10.717771,122.96155,17,1,0,0,Resolved
DRRMO-20260122-9425,DRRMO,2026-01-22,10:38:16,Landslide,Natural Hazard,Incident Report,Prolonged heavy rainfall,Low,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.697763,123.016191,12,2,0,910629,Resolved
BFP-20260122-9569,BFP,2026-01-22,16:07:24,Medical Emergency,Human-Induced Hazard,Incident Report,Cardiac arrest,Low,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.726423,122.97566,24,1,1,0,Resolved
DRRMO-20260125-3372,DRRMO,2026-01-25,19:56:12,Flood/Typhoon,Natural Hazard,Incident Report,Storm surge,Critical,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.740337,122.958884,15,2,2,0,Resolved
BFP-20260126-8471,BFP,2026-01-26,04:30:51,Fire Incident,Human-Induced Hazard,Incident Report,Electrical short circuit,High,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.705012,122.96996,20,4,0,1677800,Ongoing
DRRMO-20260128-0250,DRRMO,2026-01-28,21:35:06,Vehicular Accident,Human-Induced Hazard,Incident Report,Head-on collision,Low,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.738923,122.972359,4,1,0,0,Resolved
BFP-20260131-8508,BFP,2026-01-31,14:57:24,Fire Incident,Human-Induced Hazard,Incident Report,Arson (under investigation),High,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.772767,122.96962,13,3,3,838906,Closed
BFP-20260203-5803,BFP,2026-02-03,13:11:08,Fire Incident,Human-Induced Hazard,Incident Report,Unknown/undetermined,Low,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.735269,122.943011,7,3,0,1043092,Resolved
BFP-20260208-0035,BFP,2026-02-08,20:27:56,Fire Incident,Human-Induced Hazard,Incident Report,Unattended cooking / open flame,High,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.731885,122.962161,15,1,0,243763,Resolved
BFP-20260212-2175,BFP,2026-02-12,07:27:41,Fire Incident,Human-Induced Hazard,Incident Report,Arson (under investigation),High,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.749814,122.920109,4,4,0,0,Resolved
DRRMO-20260213-3763,DRRMO,2026-02-13,00:19:29,Vehicular Accident,Human-Induced Hazard,Incident Report,Multi-vehicle collision,Critical,Negros Occidental - 3rd District,City,Talisay City,Matab-ang,10.751123,122.962413,7,2,0,0,Resolved
BFP-20260214-0307,BFP,2026-02-14,02:49:44,Fire Incident,Human-Induced Hazard,Incident Report,LPG tank leak,Critical,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.759107,122.943019,16,3,0,211370,Closed
DRRMO-20260215-7172,DRRMO,2026-02-15,01:00:54,Flood/Typhoon,Natural Hazard,Incident Report,Typhoon/tropical storm rainfall,Critical,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.746385,122.937051,24,3,0,1785192,Resolved
DRRMO-20260219-0038,DRRMO,2026-02-19,22:47:51,Other Emergency,Human-Induced Hazard,Incident Report,Animal rescue,High,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.748385,123.00119,6,1,0,0,Closed
DRRMO-20260220-0712,DRRMO,2026-02-20,10:06:05,Flood/Typhoon,Natural Hazard,Incident Report,Heavy monsoon rain,Critical,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.698221,123.004749,8,4,0,2007421,Closed
BFP-20260220-3910,BFP,2026-02-20,20:43:41,Fire Incident,Human-Induced Hazard,Incident Report,Arson (under investigation),Low,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.716364,122.963749,28,2,0,1330211,Closed
BFP-20260221-0397,BFP,2026-02-21,19:29:58,Fire Incident,Human-Induced Hazard,Incident Report,Unknown/undetermined,High,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.740009,122.993625,8,1,0,133209,Resolved
DRRMO-20260223-0242,DRRMO,2026-02-23,02:06:37,Other Emergency,Human-Induced Hazard,Incident Report,Animal rescue,Low,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.757448,122.982732,3,1,0,0,Resolved
DRRMO-20260227-5764,DRRMO,2026-02-27,18:44:01,Flood/Typhoon,Natural Hazard,Incident Report,Typhoon/tropical storm rainfall,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 19,10.764856,122.977569,16,1,2,0,Resolved
DRRMO-20260301-0309,DRRMO,2026-03-01,17:15:48,Flood/Typhoon,Natural Hazard,Incident Report,Typhoon/tropical storm rainfall,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 20,10.728652,122.990862,8,1,0,26393,Resolved
BFP-20260301-2869,BFP,2026-03-01,18:47:48,Fire Incident,Human-Induced Hazard,Incident Report,Electrical ignition/faulty wiring,Low,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.70134,122.95523,14,2,0,0,Ongoing
DRRMO-20260302-6951,DRRMO,2026-03-02,17:34:00,Flood/Typhoon,Natural Hazard,Incident Report,River overflow (Imbang/Malijao river system),Critical,Negros Occidental - 3rd District,City,Talisay City,Matab-ang,10.695565,122.987034,19,1,0,2005456,Resolved
DRRMO-20260305-0067,DRRMO,2026-03-05,07:40:16,Flood/Typhoon,Natural Hazard,Incident Report,Typhoon/tropical storm rainfall,High,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.783242,122.96728,8,2,0,33851,Resolved
DRRMO-20260308-2141,DRRMO,2026-03-08,11:39:01,Chemical Leak,Human-Induced Hazard,Incident Report,Industrial/sugar-mill chemical spill,High,Negros Occidental - 3rd District,City,Talisay City,Zone 19,10.748179,123.003854,17,2,0,0,Resolved
DRRMO-20260308-0042,DRRMO,2026-03-08,14:59:42,Landslide,Natural Hazard,Incident Report,Quarrying-related instability,Low,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.730725,122.968034,6,1,0,4668,Closed
BFP-20260309-1125,BFP,2026-03-09,12:22:42,Fire Incident,Human-Induced Hazard,Situational Report,Electrical short circuit,High,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.724463,122.940031,23,1,0,578681,Resolved
DRRMO-20260309-3879,DRRMO,2026-03-09,17:56:55,Infrastructure Damage,Natural Hazard,Incident Report,Road washout/damage,Low,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.772776,122.994948,5,2,2,746717,Ongoing
DRRMO-20260310-0294,DRRMO,2026-03-10,17:41:58,Landslide,Natural Hazard,Incident Report,Quarrying-related instability,High,Negros Occidental - 3rd District,City,Talisay City,Cabatangan,10.716785,122.943702,11,2,0,159958,Resolved
BFP-20260311-0163,BFP,2026-03-11,13:03:12,Fire Incident,Human-Induced Hazard,Incident Report,Unattended cooking / open flame,Critical,Negros Occidental - 3rd District,City,Talisay City,San Isidro,10.706402,122.984104,12,2,3,1543559,Resolved
DRRMO-20260313-3179,DRRMO,2026-03-13,14:14:34,Vehicular Accident,Human-Induced Hazard,Incident Report,Head-on collision,High,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.716305,123.000862,22,3,0,0,False Alarm
BFP-20260314-7974,BFP,2026-03-14,14:18:27,Fire Incident,Human-Induced Hazard,Incident Report,Candle / lighted lamp,Low,Negros Occidental - 3rd District,City,Talisay City,Bulanon,10.771372,123.019542,15,1,0,1644315,Resolved
BFP-20260316-3818,BFP,2026-03-16,18:13:04,Fire Incident,Human-Induced Hazard,Incident Report,Candle / lighted lamp,Low,Negros Occidental - 3rd District,City,Talisay City,Zone 19,10.755038,122.940716,3,1,0,264081,Resolved
DRRMO-20260319-6591,DRRMO,2026-03-19,12:32:18,Flood/Typhoon,Natural Hazard,Incident Report,River overflow (Imbang/Malijao river system),High,Negros Occidental - 3rd District,City,Talisay City,Matab-ang,10.750573,122.996711,5,1,0,126812,Resolved
BFP-20260329-0016,BFP,2026-03-29,07:47:09,Medical Emergency,Human-Induced Hazard,Incident Report,Difficulty breathing,Low,Negros Occidental - 3rd District,City,Talisay City,"Zone 16, Bubog",10.732709,122.968534,4,1,0,0,Resolved
BFP-20260330-0205,BFP,2026-03-30,09:55:02,Infrastructure Damage,Human-Induced Hazard,Incident Report,Collapsed structure,Low,Negros Occidental - 3rd District,City,Talisay City,Efigenio Lizares,10.772505,122.939705,6,1,0,9075,Resolved
BFP-20260401-0061,BFP,2026-04-01,11:01:14,Other Emergency,Human-Induced Hazard,Incident Report,Water rescue (non-flood),Critical,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.717344,122.955424,16,4,0,0,Closed
BFP-20260402-7843,BFP,2026-04-02,17:08:39,Infrastructure Damage,Natural Hazard,Incident Report,Bridge damage,Critical,Negros Occidental - 3rd District,City,Talisay City,Concepcion,10.695589,122.959816,34,1,0,985221,Resolved
DRRMO-20260403-5219,DRRMO,2026-04-03,15:33:29,Other Emergency,Human-Induced Hazard,Incident Report,Water rescue (non-flood),Low,Negros Occidental - 3rd District,City,Talisay City,Dos Hermanas,10.741532,122.971551,4,1,2,0,Resolved
BFP-20260404-8575,BFP,2026-04-04,02:28:19,Fire Incident,Human-Induced Hazard,Situational Report,Candle / lighted lamp,High,Negros Occidental - 3rd District,City,Talisay City,McKinley Baybay,10.725037,122.935572,19,3,0,476322,Resolved
DRRMO-20260404-7934,DRRMO,2026-04-04,21:25:19,Vehicular Accident,Human-Induced Hazard,Incident Report,Motorcycle self-accident,High,Negros Occidental - 3rd District,City,Talisay City,San Sebastian,10.696203,122.925991,12,3,0,0,Resolved
